Organisation,Org_URL,Country,Industry,Pub_Date,Leak_Type,Description,Ransom_URL,Ransom_Group,Views,Leak_Size,Leak_Links,Org_Revenue,Percentage_Leaked
SEED CO LTD,www.seed.co.jp,Japan,Manufacturing,2022-11-27,Employee Data,"SEED CO LTD refused to protect the data of their company, employees and customers. This link (TOR) contains the random files of SEED CO LTD: http://cs5c7mye7anrko6axmio5ebugh6gnqas4jbznf4po47i6gfuzuk4zeyd.onion/SEED/ Auction ends Dec. 9 for all sensetive data of SEED CO LTD and their customers, including - NDA engineering documents for various developments - Financial and personal information - Analytical and strategic documents from all divisions of the company To participate in the auction to purchase SEED CO LTD data, you can email seedcoltddatasale@proton.me Headquarters: 113-8402 2-40-2 Hongo, Bunkyo-ku, Tokyo, Japan Phone Number: +81 338131111 Website: www.seed.co.jp Revenue: $213 Million Stock Symbol: 7743 SEED Co Ltd manufactures and supplies contact lenses, care products, spectacle frames, and other eye care products in Japan and internationally.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/b6a1abd2-e0b3-443d-8354-2037a3306a38,BlackCat,NA,NA,NA,NA,NA
SEED CO LTD,www.seed.co.jp,Japan,Manufacturing,2022-11-27,Customer Data,"SEED CO LTD refused to protect the data of their company, employees and customers. This link (TOR) contains the random files of SEED CO LTD: http://cs5c7mye7anrko6axmio5ebugh6gnqas4jbznf4po47i6gfuzuk4zeyd.onion/SEED/ Auction ends Dec. 9 for all sensetive data of SEED CO LTD and their customers, including - NDA engineering documents for various developments - Financial and personal information - Analytical and strategic documents from all divisions of the company To participate in the auction to purchase SEED CO LTD data, you can email seedcoltddatasale@proton.me Headquarters: 113-8402 2-40-2 Hongo, Bunkyo-ku, Tokyo, Japan Phone Number: +81 338131111 Website: www.seed.co.jp Revenue: $213 Million Stock Symbol: 7743 SEED Co Ltd manufactures and supplies contact lenses, care products, spectacle frames, and other eye care products in Japan and internationally.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/b6a1abd2-e0b3-443d-8354-2037a3306a38,BlackCat,NA,NA,NA,NA,NA
Jubilant,https://www.jubilantfoodworks.com,India,F&B,2022-11-30,Operations,"Jubilant FoodWorks Limited is an Indian food service company based in Noida, Uttar Pradesh which holds the master franchise for Domino's Pizza in India, Nepal, Sri Lanka and Bangladesh, for Popeyes in India, Bangladesh, Nepal and Bhutan, and also for Dunkin' Donuts in India. The company also operates two homegrown restaurant brands called Ekdum! and Hong's Kitchen. Jubilant FoodWorks is a part of the Jubilant Bhartia Group, owned by Shyam Sunder Bhartia and Hari Bhartia",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/9606c75b-02ef-4688-95ec-8e7f431cede3,BlackCat,NA,NA,NA,NA,NA
Jubilant,https://www.jubilantfoodworks.com,India,F&B,2022-11-30,Financial Records,"Jubilant FoodWorks Limited is an Indian food service company based in Noida, Uttar Pradesh which holds the master franchise for Domino's Pizza in India, Nepal, Sri Lanka and Bangladesh, for Popeyes in India, Bangladesh, Nepal and Bhutan, and also for Dunkin' Donuts in India. The company also operates two homegrown restaurant brands called Ekdum! and Hong's Kitchen. Jubilant FoodWorks is a part of the Jubilant Bhartia Group, owned by Shyam Sunder Bhartia and Hari Bhartia",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/9606c75b-02ef-4688-95ec-8e7f431cede3,BlackCat,NA,NA,NA,NA,NA
LJ Hooker Palm Beach,https://palmbeach.ljhooker.com.au/,Australia,Real Estate,2022-11-30,Operations,"Today, LJ Hooker is one of the largest real estate agency franchise groups in Australasia with over 700 franchises and 8,000 staff. We are proud of our history and proud to be THE number one real estate brand in Australia.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/b0a9e79d-c9a5-4bc2-92b9-8daec06e2242,BlackCat,NA,NA,NA,NA,NA
LJ Hooker Palm Beach,https://palmbeach.ljhooker.com.au/,Australia,Real Estate,2022-11-30,Customer Data,"Today, LJ Hooker is one of the largest real estate agency franchise groups in Australasia with over 700 franchises and 8,000 staff. We are proud of our history and proud to be THE number one real estate brand in Australia.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/b0a9e79d-c9a5-4bc2-92b9-8daec06e2242,BlackCat,NA,NA,NA,NA,NA
LJ Hooker Palm Beach,https://palmbeach.ljhooker.com.au/,Australia,Real Estate,2022-11-30,Financial Records,"Today, LJ Hooker is one of the largest real estate agency franchise groups in Australasia with over 700 franchises and 8,000 staff. We are proud of our history and proud to be THE number one real estate brand in Australia.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/b0a9e79d-c9a5-4bc2-92b9-8daec06e2242,BlackCat,NA,NA,NA,NA,NA
LJ Hooker Palm Beach,https://palmbeach.ljhooker.com.au/,Australia,Real Estate,2022-11-30,Employee Data,"Today, LJ Hooker is one of the largest real estate agency franchise groups in Australasia with over 700 franchises and 8,000 staff. We are proud of our history and proud to be THE number one real estate brand in Australia.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/b0a9e79d-c9a5-4bc2-92b9-8daec06e2242,BlackCat,NA,NA,NA,NA,NA
"Shenzhen INVT Electric Co.,Ltd",https://invt.com.cn,China,Oil & Gas,2022-11-30,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/79aa55f9-1628-4d41-9e25-ea4d947aef5a,BlackCat,NA,NA,NA,NA,NA
Grupo NGN,https://grupongn.com/,United States of America,Information Technology,2022-12-01,Server Data,"Grupo NGN has refused to protect their customers' data and access to their networks. This link (TOR) contains Grupo NGN's random files: http://qojfcbvlumvzmiu4tyixawquk6bjiwv74aeaubxwtq7rmw4qq7sv2jad.onion/GRUPGN/ Auction ends Dec. 8 for all sensetive data of Grupo NGN and their customers, including - Access to multiple networks of Grupo NGN clients (with their networks secured, password changes will not help defend against an attack) - NDA documents and records of Grupo NGN customers' conversations - Personal data about employees and customers of Grupo NGN - Financial information of Grupo NGN and their clients that can be used for criminal purposes To participate in an auction to purchase Grupo NGN and their customer data, you can email: grupongndatasale@proton.me GRUPONGN.COM HACKED. MORE THAN 200GB OF SENSITIVE DATA STOLEN.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/9498ed0b-fce2-49f6-b02a-bed2c939ffde,BlackCat,NA,NA,NA,NA,NA
Grupo NGN,https://grupongn.com/,United States of America,Information Technology,2022-12-01,Communication Records,"Grupo NGN has refused to protect their customers' data and access to their networks. This link (TOR) contains Grupo NGN's random files: http://qojfcbvlumvzmiu4tyixawquk6bjiwv74aeaubxwtq7rmw4qq7sv2jad.onion/GRUPGN/ Auction ends Dec. 8 for all sensetive data of Grupo NGN and their customers, including - Access to multiple networks of Grupo NGN clients (with their networks secured, password changes will not help defend against an attack) - NDA documents and records of Grupo NGN customers' conversations - Personal data about employees and customers of Grupo NGN - Financial information of Grupo NGN and their clients that can be used for criminal purposes To participate in an auction to purchase Grupo NGN and their customer data, you can email: grupongndatasale@proton.me GRUPONGN.COM HACKED. MORE THAN 200GB OF SENSITIVE DATA STOLEN.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/9498ed0b-fce2-49f6-b02a-bed2c939ffde,BlackCat,NA,NA,NA,NA,NA
Grupo NGN,https://grupongn.com/,United States of America,Information Technology,2022-12-01,Operations,"Grupo NGN has refused to protect their customers' data and access to their networks. This link (TOR) contains Grupo NGN's random files: http://qojfcbvlumvzmiu4tyixawquk6bjiwv74aeaubxwtq7rmw4qq7sv2jad.onion/GRUPGN/ Auction ends Dec. 8 for all sensetive data of Grupo NGN and their customers, including - Access to multiple networks of Grupo NGN clients (with their networks secured, password changes will not help defend against an attack) - NDA documents and records of Grupo NGN customers' conversations - Personal data about employees and customers of Grupo NGN - Financial information of Grupo NGN and their clients that can be used for criminal purposes To participate in an auction to purchase Grupo NGN and their customer data, you can email: grupongndatasale@proton.me GRUPONGN.COM HACKED. MORE THAN 200GB OF SENSITIVE DATA STOLEN.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/9498ed0b-fce2-49f6-b02a-bed2c939ffde,BlackCat,NA,NA,NA,NA,NA
Grupo NGN,https://grupongn.com/,United States of America,Information Technology,2022-12-01,Customer Data,"Grupo NGN has refused to protect their customers' data and access to their networks. This link (TOR) contains Grupo NGN's random files: http://qojfcbvlumvzmiu4tyixawquk6bjiwv74aeaubxwtq7rmw4qq7sv2jad.onion/GRUPGN/ Auction ends Dec. 8 for all sensetive data of Grupo NGN and their customers, including - Access to multiple networks of Grupo NGN clients (with their networks secured, password changes will not help defend against an attack) - NDA documents and records of Grupo NGN customers' conversations - Personal data about employees and customers of Grupo NGN - Financial information of Grupo NGN and their clients that can be used for criminal purposes To participate in an auction to purchase Grupo NGN and their customer data, you can email: grupongndatasale@proton.me GRUPONGN.COM HACKED. MORE THAN 200GB OF SENSITIVE DATA STOLEN.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/9498ed0b-fce2-49f6-b02a-bed2c939ffde,BlackCat,NA,NA,NA,NA,NA
Grupo NGN,https://grupongn.com/,United States of America,Information Technology,2022-12-01,Employee Data,"Grupo NGN has refused to protect their customers' data and access to their networks. This link (TOR) contains Grupo NGN's random files: http://qojfcbvlumvzmiu4tyixawquk6bjiwv74aeaubxwtq7rmw4qq7sv2jad.onion/GRUPGN/ Auction ends Dec. 8 for all sensetive data of Grupo NGN and their customers, including - Access to multiple networks of Grupo NGN clients (with their networks secured, password changes will not help defend against an attack) - NDA documents and records of Grupo NGN customers' conversations - Personal data about employees and customers of Grupo NGN - Financial information of Grupo NGN and their clients that can be used for criminal purposes To participate in an auction to purchase Grupo NGN and their customer data, you can email: grupongndatasale@proton.me GRUPONGN.COM HACKED. MORE THAN 200GB OF SENSITIVE DATA STOLEN.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/9498ed0b-fce2-49f6-b02a-bed2c939ffde,BlackCat,NA,NA,NA,NA,NA
pro office Büro + Wohnkultur GmbH,https://www.prooffice.de,Germany,Retail,2022-12-01,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/ea8bb6fa-ca6c-4807-b133-09b87a11c472,BlackCat,NA,NA,NA,NA,NA
pro office Büro + Wohnkultur GmbH,https://www.prooffice.de,Germany,Retail,2022-12-01,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/ea8bb6fa-ca6c-4807-b133-09b87a11c472,BlackCat,NA,NA,NA,NA,NA
pro office Büro + Wohnkultur GmbH,https://www.prooffice.de,Germany,Retail,2022-12-01,Customer Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/ea8bb6fa-ca6c-4807-b133-09b87a11c472,BlackCat,NA,NA,NA,NA,NA
Philippine Economic Zone Authority (PEZA),https://www.peza.gov.ph,The Philippines,Government,2022-12-03,Employee Data,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/eec0874d-4934-4076-bbb6-afb802b8a316,BlackCat,NA,NA,NA,NA,NA
Philippine Economic Zone Authority (PEZA),https://www.peza.gov.ph,The Philippines,Government,2022-12-03,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/eec0874d-4934-4076-bbb6-afb802b8a316,BlackCat,NA,NA,NA,NA,NA
Philippine Economic Zone Authority (PEZA),https://www.peza.gov.ph,The Philippines,Government,2022-12-03,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/eec0874d-4934-4076-bbb6-afb802b8a316,BlackCat,NA,NA,NA,NA,NA
Philippine Economic Zone Authority (PEZA),https://www.peza.gov.ph,The Philippines,Government,2022-12-03,Communication Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/eec0874d-4934-4076-bbb6-afb802b8a316,BlackCat,NA,NA,NA,NA,NA
Cappagh Contractors Construction (London) Ltd,https://www.cappagh.co.uk/,United Kingdom,Construction,2022-12-04,Employee Data,"Cappagh House, Waterside Way, London SW17 0HB, United Kingdom Cappagh are a progressive, professional organisation who are proud to serve the construction industry across the South. Focussed on providing a dependable, agile service for large clients across the Utility, Highway, Airside and Land Remediation sectors and delivering exceptional services for local residents and developers including Skips, Aggregates and Utility Connections. From the smallest of tasks to national infrastructure projects, our customers and clients can truly rely on us to deliver. Clearnet links> https://anonfiles.com/bcrcJ2Kfy0/Audited_Accounts-finance_rar https://anonfiles.com/3ercJ7K8y3/Cappagh_Contractors_rar https://anonfiles.com/Eer7JaKey1/finance-othercoros_rar https://anonfiles.com/y0r6J5Key9/management-toerhcrops2_rar",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/c86811c8-581c-435f-94b7-e69f0c7406db,BlackCat,NA,NA,NA,NA,NA
Cappagh Contractors Construction (London) Ltd,https://www.cappagh.co.uk/,United Kingdom,Construction,2022-12-04,Financial Records,"Cappagh House, Waterside Way, London SW17 0HB, United Kingdom Cappagh are a progressive, professional organisation who are proud to serve the construction industry across the South. Focussed on providing a dependable, agile service for large clients across the Utility, Highway, Airside and Land Remediation sectors and delivering exceptional services for local residents and developers including Skips, Aggregates and Utility Connections. From the smallest of tasks to national infrastructure projects, our customers and clients can truly rely on us to deliver. Clearnet links> https://anonfiles.com/bcrcJ2Kfy0/Audited_Accounts-finance_rar https://anonfiles.com/3ercJ7K8y3/Cappagh_Contractors_rar https://anonfiles.com/Eer7JaKey1/finance-othercoros_rar https://anonfiles.com/y0r6J5Key9/management-toerhcrops2_rar",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/c86811c8-581c-435f-94b7-e69f0c7406db,BlackCat,NA,NA,NA,NA,NA
Cappagh Contractors Construction (London) Ltd,https://www.cappagh.co.uk/,United Kingdom,Construction,2022-12-04,Operations,"Cappagh House, Waterside Way, London SW17 0HB, United Kingdom Cappagh are a progressive, professional organisation who are proud to serve the construction industry across the South. Focussed on providing a dependable, agile service for large clients across the Utility, Highway, Airside and Land Remediation sectors and delivering exceptional services for local residents and developers including Skips, Aggregates and Utility Connections. From the smallest of tasks to national infrastructure projects, our customers and clients can truly rely on us to deliver. Clearnet links> https://anonfiles.com/bcrcJ2Kfy0/Audited_Accounts-finance_rar https://anonfiles.com/3ercJ7K8y3/Cappagh_Contractors_rar https://anonfiles.com/Eer7JaKey1/finance-othercoros_rar https://anonfiles.com/y0r6J5Key9/management-toerhcrops2_rar",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/c86811c8-581c-435f-94b7-e69f0c7406db,BlackCat,NA,NA,NA,NA,NA
Moruga IT,https://morugait.com/,United States of America,Telecommunication,2022-12-04,Customer Data,"Moruga® is a technology company unlike any other. As both a Managed Services Provider and Telecommunications Master Agent we bring a perspective and caliber of expertise completely unique to the marketplace. Learn more about how we can leverage Managed IT services, Carrier Technology and our Cybersecurity Solution: Cybhermetics® to customize a solution designed to meet both today’s requirements and tomorrow’s challenges.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/1a5307e2-103d-400d-8f64-a48f75717c79,BlackCat,NA,NA,NA,NA,NA
